hot spring,0,5000,温泉
Japanese hot spring,0,5000,日式温泉
lighthouse,0,5000,灯塔
ruins,0,5000,遗迹
Japanese garden,0,5000,日式庭园
cafe,0,5000,咖啡厅
torii,0,5000,鸟居
falling petals,0,5000,飘落的花瓣
roses,0,5000,玫瑰花
cherry blossoms,0,5000,樱花
morning glory,0,5000,牵牛花
peony,0,5000,芍药花
lily flower,0,5000,百合花
street with cherry blossoms,0,5000,樱花街道
wisteria flower,0,5000,紫藤花
sunflower,0,5000,向日葵
bellflower,0,5000,桔梗
bouquet,0,5000,花束
flower field,0,5000,花田
falling flowers,0,5000,落花
flower details,0,5000,花朵细节
plum bossom,0,5000,梅花
thin smoke,0,5000,薄烟
thick smoke,0,5000,浓烟
thick smoke,0,5000,厚烟
dense smoke,0,5000,浓密的烟
steam from boiling water,0,5000,沸水蒸气
steam from a sauna,0,5000,桑拿房蒸气
circle of smoke,0,5000,圈状烟
rolling fog,0,5000,滚动的雾
mist,0,5000,水雾
light fog,0,5000,薄雾
dense fog,0,5000,浓雾
wisp of smoke,0,5000,烟丝
color smoke Bombs,0,5000,彩色烟雾弹
steam,0,5000,蒸汽
floating colorful bubbles,0,5000,漂浮七彩泡泡
night view,0,5000,夜景
light particle,0,5000,光粒子
water droplets on photo surface,0,5000,照片表面的水滴
shooting star,0,5000,流星
sparkle,0,5000,闪闪发光
round tree,0,5000,圆形树
cherry blossom tree,0,5000,樱花树
red maple,0,5000,红枫树
shoulder length short hair,0,5000,及肩短发
hedgehog head,0,5000,刺猬头
Bob Cut,0,5000,"Bob头,妹妹头"
Long curly hair,0,5000,长卷发
black long straight,0,5000,黑长直
floating hair,0,5000,浮动的头发
messy hair,0,5000,一头乱发
layered Hair,0,5000,头发层次
half-Up Hair,0,5000,公主头
high ponytail,0,5000,高马尾
low ponytail,0,5000,低马尾
asymmetrical Haircut,0,5000,不对衬发型
updo,0,5000,"盘发,发髻"
punk head,0,5000,庞克头
buzz cut with waves,0,5000,"波浪平头,黑人头"
crew cut,0,5000,平头
undercut with Tattoos,0,5000,刺青头发
slicked Back hair,0,5000,向后梳的头发
Ponytail with Bangs,0,5000,马尾加浏海
double bun,0,5000,双包子头
drill hair,0,5000,钻头卷发
 twin tails,0,5000,双马尾
hair bun,0,5000,包子头
hair wings,0,5000,翼状头发
thick bangs teddy curly hair,0,5000,泰迪发型
oval face,0,5000,鹅蛋脸
square face,0,5000,方脸
Long square face,0,5000,长方脸
round face,0,5000,圆脸
diamond face,0,5000,钻型脸
heart shaped face,0,5000,心型脸
inverted triangle face,0,5000,倒三角脸
orangutan face,0,5000,猩猩脸
BOOBS,0,5000,童颜巨乳
profile,0,5000,侧脸
sparse brows,0,5000,细碎眉
straight brows,0,5000,直眉
arched brows,0,5000,弯眉
round brows,0,5000,圆眉
high arched brows,0,5000,高挑眉
gradual brows,0,5000,渐变眉
wide brows,0,5000,宽眉
thin brows,0,5000,细眉
fluffy brows,0,5000,毛灿眉
flat brows,0,5000,平眉
willow eyebrow,0,5000,柳叶眉
unibrow,0,5000,一字眉
flat Lips,0,5000,平唇
gradual Lips,0,5000,渐变唇
round Lips,0,5000,圆唇
red lips,0,5000,红唇
full lips,0,5000,厚唇
thin lips,0,5000,薄唇
pouty lips,0,5000,翘唇
plump lips,0,5000,丰唇
rosy lips,0,5000,粉唇
soft lips,0,5000,柔软的嘴唇
natural makeup,0,5000,淡妆
without makeup,0,5000,素颜
smoky makeup,0,5000,烟熏妆
transparent makeup,0,5000,裸妆
cat eye makeup,0,5000,猫眼妆
small smoky makeup,0,5000,小烟熏妆
barbie makeup,0,5000,芭比妆
dinner cold makeup,0,5000,晚宴冷妆
dinner warm makeup,0,5000,晚宴暖妆
stage makeup,0,5000,舞台妆
smile gently,0,5000,轻轻的微笑
toothy smile,0,5000,露齿微笑
Smile,0,5000,微笑
embarrassed,0,5000,害羞
blush,0,5000,脸红
expressionless,0,5000,无表情
Heartbroken,0,5000,悲伤
frown,0,5000,皱眉
angry,0,5000,生气
crying with eyes open,0,5000,张着眼哭
serious,0,5000,严肃
pout,0,5000,噘嘴
naughty face,0,5000,下流表情
ahegao,0,5000,阿黑颜
crazy,0,5000,疯狂的
determination,0,5000,坚毅的
open mouth,0,5000,张嘴
clenched teeth,0,5000,咬紧牙关
straight Long Bangs,0,5000,长直刘海
side swept Bangs,0,5000,侧浏海
half bangs,0,5000,半分浏海
wavy bangs,0,5000,卷浏海
French bangs,0,5000,法式浏海
air bangs,0,5000,空气浏海
middle parted bangs,0,5000,中分浏海
braided bangs,0,5000,辫子浏海
bangs between eyes,0,5000,眼间浏海
Qi bangs,0,5000,齐浏海
messy bangs,0,5000,乱浏海
character bangs,0,5000,八字浏海
eyebrow bangs,0,5000,眉上浏海
Korean bangs,0,5000,韩系浏海
Japanese bangs,0,5000,日系浏海
bangs slightly covered eyebrows,0,5000,微盖眉眼上浏海
elf ears,0,5000,精灵耳
cat ears,0,5000,猫耳
flat ears,0,5000,平耳
protruding ears,0,5000,招风耳
wolf ears,0,5000,狼耳
unicorn Ears,0,5000,独角兽耳
antler ears,0,5000,鹿角鹿耳
vampire ears,0,5000,吸血鬼耳
beast ears,0,5000,兽耳
mouse ears,0,5000,老鼠耳
rabbit ears,0,5000,兔耳
round eyes,0,5000,圆眼
oval eyes,0,5000,椭圆眼
almond eyes,0,5000,长眼
bigeyes,0,5000,大眼
small eyes,0,5000,小眼
double eyelids,0,5000,双眼皮
single eyelid,0,5000,单眼皮
inner eyelid,0,5000,内双
outer eyelid,0,5000,外双
hooded eyelid,0,5000,弯眼
dark circles,0,5000,黑眼圈
eye bags,0,5000,眼袋
puffy eyes,0,5000,卧蚕
thin pupil,0,5000,细瞳孔
long eyelashes,0,5000,长睫毛
bright eyes,0,5000,明亮眼睛
goatee,0,5000,山羊胡
clean shaven,0,5000,无胡须
mustache,0,5000,八字胡
Long Beard,0,5000,长胡子
beard,0,5000,落腮胡
scruffy Beard,0,5000,邋遢的胡子
sideburns,0,5000,鬓角
fake beard,0,5000,假胡子
W shaped beard,0,5000,W型胡
vampire beard,0,5000,吸血鬼胡
sideburns,0,5000,中侧胡
pirates of the Caribbean mustache,0,5000,加勒比海盗胡
super Mario beard,0,5000,马力欧胡
arms behind back,0,5000,手放在背后
hand on hip,0,5000,单手插腰
hands on hips,0,5000,双手插腰
armpits,0,5000,举手露腋
shirt lift,0,5000,掀起上衣
arms up,0,5000,举手
arms behind head,0,5000,手放脑后
open arms,0,5000,打开双臂
skirt hold,0,5000,拉起裙襬
stretch,0,5000,伸懒腰
pray,0,5000,祈祷
adjusting thighhigh,0,5000,调整过膝袜
hair pull,0,5000,拉头发
looking down,0,5000,向下看
looking up,0,5000,向上看
hand on chest salute,0,5000,手放胸前敬礼
back straight,0,5000,背挺直
M leg,0,5000,M字腿
spread legs,0,5000,张开腿
crossed_legs,0,5000,腿交叉
erlang legs,0,5000,二郎腿
leg lift,0,5000,抬腿
legs up,0,5000,举起双脚
sit cross legged,0,5000,盘腿坐
bent over,0,5000,翘臀
fetal position,0,5000,"侧躺手脚弯曲, 婴儿姿势"
leaning forward,0,5000,前倾
 against wall,0,5000,靠墙
on stomach,0,5000,趴着
squat,0,5000,深蹲
squatting,0,5000,蹲下
boxing,0,5000,拳击
right hook,0,5000,右钩拳
seiza,0,5000,正坐
"w-sitting, wariza",0,5000,W腿坐姿
yokozuwari,0,5000,侧腿坐
sit sideways,0,5000,侧坐
running ,0,5000,跑
kneeling,0,5000,跪
straddling,0,5000,跨坐
caramelldansen,0,5000,求解
fighting stance,0,5000,战斗姿势
yoga pose,0,5000,瑜珈姿势
sleeping,0,5000,睡觉
bathing,0,5000,洗澡
take a bath,0,5000,泡澡
bathroom mirror reflection,0,5000,浴室镜子倒影
sitting with tucked knees,0,5000,抱膝坐着
sit on the chair,0,5000,坐在椅子上
Double heart hands,0,5000,双手爱心
show love with hands,0,5000,手比爱心
hand by Guido Daniele,0,5000,艺术家的手
hug gesture,0,5000,拥抱手势
cat hand pose,0,5000,猫手
finger gun,0,5000,手指手枪
shushing,0,5000,"嘘, 食指压唇"
thumbs up,0,5000,"竖起大拇指, 赞"
salute,0,5000,敬礼
spread arms,0,5000,张开双臂
victory gesture,0,5000,胜利手势
greeting gesture,0,5000,打招呼手势
symmetrical hand pose,0,5000,对称手势
Tutu,0,5000,芭蕾舞伞裙
Arabesqe,0,5000,阿拉贝斯克
fouette ,0,5000,挥鞭转
grand ecart,0,5000,大劈叉
Grand Jete,0,5000,大跳
ballet attitude,0,5000,鹤立
foahair curlers,0,5000,泡棉发卷
wide Headband Hairstyle,0,5000,宽发带
horns,0,5000,兽角
dragon horns,0,5000,龙角
devil horns,0,5000,恶魔角
unicorn horn,0,5000,独角兽角
tele ties Band,0,5000,电话线发圈
tiara,0,5000,皇冠
hair ribbon,0,5000,发带
beret,0,5000,贝雷帽
coolie hat,0,5000,斗笠
bomber hat,0,5000,轰炸机帽
top hat,0,5000,圆顶礼帽
ball cap,0,5000,棒球帽
newsboy cap,0,5000,报童帽
beanie,0,5000,毛帽
hairband,0,5000,发箍
flower crown,0,5000,花冠
sailor hat,0,5000,水手帽
headscarf,0,5000,头巾
bobby pin,0,5000,黑毛夹
crystal hair accessories,0,5000,水晶发饰
hairclip,0,5000,发夹宽
hair claws,0,5000,鲨鱼夹
scrunchies,0,5000,大肠圈
forehead flower,0,5000,前头花
chandelier earrings,0,5000,吊坠耳环
stud earrings,0,5000,耳钉
helmet,0,5000,安全帽
freckle,0,5000,雀斑
necklace,0,5000,项链
choker,0,5000,项圈
long necklace,0,5000,长项链
short necklace,0,5000,短项链
chain necklace,0,5000,粗项链
collar necklace,0,5000,颈圈
Jewelry necklace,0,5000,珠宝项链
leash,0,5000,牵绳
scarf,0,5000,围巾
silk scarf,0,5000,丝巾
tie,0,5000,领带
bow tie,0,5000,领结
brooch,0,5000,胸针
sailor suit scarf,0,5000,水手服领巾
wool scarf,0,5000,羊毛围巾
silk scarf bow,0,5000,丝巾蝴蝶结
ear covering headphones,0,5000,耳罩式耳机
headphones around neck,0,5000,耳机挂脖子上
id card,0,5000,身分识别卡
bracelet,0,5000,手镯
Hand chain,0,5000,手炼
Ring,0,5000,戒指
watch,0,5000,手表
bangle,0,5000,手环
wristband,0,5000,护腕
elbow pads,0,5000,护肘
leather gloves,0,5000,皮手套
evening gloves,0,5000,晚宴手套
hand tattoo,0,5000,手部纹身
fingerless gloves,0,5000,无指手套
sport gloves,0,5000,运动手套
nail art,0,5000,指甲彩绘
handbag,0,5000,手提包
chest flower,0,5000,胸花
chest tattoo,0,5000,胸部刺青
backpack,0,5000,后背包
satchel,0,5000,肩背包
waist ring,0,5000,腰环
navel ring,0,5000,肚脐环
sling bag,0,5000,单肩包
monocular camera,0,5000,单眼相机
tote bag,0,5000,帆布袋
waist bag,0,5000,腰包
riding belt,0,5000,骑行腰带
cinch belt,0,5000,腰封
metal buckle belt,0,5000,金属扣皮带
jingle bell,0,5000,铃铛
weapon,0,5000,武器
knife,0,5000,刀
handgun,0,5000,手枪
gun,0,5000,枪
dagger,0,5000,匕首
scythe,0,5000,镰
whip,0,5000,鞭子
riding crop,0,5000,马鞭
wand,0,5000,魔杖
arrow,0,5000,箭
umbrella,0,5000,伞
tray,0,5000,托盘
bell,0,5000,钟
lantern,0,5000,灯笼
teacup,0,5000,茶碗
cigarette,0,5000,香烟
cake,0,5000,蛋糕
taiyaki,0,5000,鲷鱼烧
wine,0,5000,葡萄酒
cream,0,5000,奶油
ice_cream,0,5000,冰淇淋
sake,0,5000,清酒
guitar,0,5000,吉他
piano,0,5000,钢琴
lamp,0,5000,灯
microphone,0,5000,麦克风
 sword,0,5000,剑
gothic outfit,0,5000,哥德式
lolita fashion,0,5000,罗莉塔
gothic lolita,0,5000,歌德罗莉
big western cowboy style,0,5000,大西部牛仔风
scottish style,0,5000,苏格兰风
Japanese student uniform,0,5000,日式学生服
german uniform,0,5000,德式军服
suit,0,5000,西装
british style outfit,0,5000,英伦风
Milan style,0,5000,米兰风
anime sailor suit,0,5000,动漫水手服
miko clothing,0,5000,日式巫女服
gyaru,0,5000,辣妹
magical girl,0,5000,魔法少女
Bohemian,0,5000,波西米亚风
succubus,0,5000,媚魔
vampire,0,5000,吸血鬼
angel,0,5000,天使
fox girl,0,5000,狐娘
ship girl,0,5000,舰娘
cyborg,0,5000,电子人
dancer,0,5000,舞者
wedding dress,0,5000,婚纱
maid outfit,0,5000,女仆
bartender,0,5000,调酒师
 bare shoulders,0,5000,裸肩
hoodie,0,5000,连帽衣
t shirt,0,5000,t恤
collared shirt,0,5000,有领衬衫
jacket,0,5000,夹克
sleeveless,0,5000,无袖
spaghetti straps,0,5000,细肩带
ribbed sweater,0,5000,螺纹毛衣
loose sleeves,0,5000,宽松的袖子
separated sleeves,0,5000,分离的袖子
hooded capelet,0,5000,连帽斗篷
capelet,0,5000,斗篷
apron,0,5000,围裙
lantern sleeve,0,5000,灯笼袖
crop top,0,5000,短版上衣
shoulder pads,0,5000,垫肩
cropped jacket,0,5000,短夹克
buruma,0,5000,日本女性运动短裤
bloomers,0,5000,灯笼裤
pleated skirt,0,5000,百褶裙
miniskirt,0,5000,迷你裙
sheath dress,0,5000,包臀窄裙
short shorts,0,5000,短裤
satin shorts,0,5000,缎面短裤
long skirt,0,5000,长裙
jeans,0,5000,牛仔裤
cropped pants,0,5000,七分裤
high waist pants,0,5000,高腰裤
dolphin shorts,0,5000,真理裤
hakama,0,5000,裤裙
torn jeans,0,5000,破牛仔裤
kimono,0,5000,和服
bathrobe,0,5000,浴衣
silk bodycon dress,0,5000,缎面连身裙
backless bodycon dress,0,5000,露背连身裙
overalls,0,5000,吊带裤
overalls skirt,0,5000,吊带裙
maternity clothes,0,5000,孕妇装
pantyhose,0,5000,裤袜
thighband pantyhose,0,5000,大腿连裤袜
garter_belt,0,5000,吊袜腰带
garter straps,0,5000,吊袜带
socks,0,5000,袜子
striped socks,0,5000,条纹袜子
loose_socks,0,5000,泡泡袜
skinny leather pants,0,5000,紧身皮裤
black leggings,0,5000,黑色紧身裤
fishnets,0,5000,网袜
fishnet_stockings,0,5000,渔网袜
fishnet pantyhose,0,5000,渔网连裤袜
kneehighs,0,5000,长袜
stockings,0,5000,丝袜
thigh socks,0,5000,大腿袜
torn thigh socks,0,5000,破大腿袜
leg_garter,0,5000,吊袜带
thigh strap,0,5000,大腿带
legwear under shorts,0,5000,短裤加紧身裤
over the knee boots,0,5000,过膝长靴
bare feet,0,5000,裸足
ankle boots,0,5000,短靴
rain boots,0,5000,雨靴
oxford boots,0,5000,牛津鞋
platform heels,0,5000,厚底高跟鞋
military boots,0,5000,军靴
round toe heels,0,5000,圆头高跟鞋
mule heels,0,5000,穆勒鞋
pointed toe heels,0,5000,尖头高跟鞋
sandal heels,0,5000,高跟凉鞋
slippers,0,5000,拖鞋
flip flops,0,5000,夹脚拖
bubble Slippers,0,5000,泡泡拖鞋
canvas shoes,0,5000,帆布鞋
sneakers,0,5000,球鞋
Indoor slippers,0,5000,室内拖鞋
Skate shoes,0,5000,板鞋
cardigan,0,5000,"开襟衫,针织衫"
Leather Jacket,0,5000,皮夹克
faux fur jacket,0,5000,皮草外套
Parka,0,5000,连帽军大衣
blazer jacket,0,5000,西装外套
Coat,0,5000,"长外套,大衣"
Denim Jacket,0,5000,牛仔外套
Duffle Coat,0,5000,"粗呢大衣,羊毛大衣"
long coat,0,5000,"长版外套,长大衣"
Camouflage jacket,0,5000,"迷彩外套,迷彩夹克"
Vest jacket,0,5000,背心外套
army jacket,0,5000,军外套
bikini,0,5000,比基尼
Japanese student swimsuit,0,5000,日本学生泳衣
side tie bikini,0,5000,系带式比基尼
competition swimsuit,0,5000,竞技式泳衣
surf swimsuit,0,5000,冲浪泳衣
separate swimsuit,0,5000,分离式泳衣
cross deep V one-piece swimsuit,0,5000,十字交叉深V连身泳装
shoulder swimsuit,0,5000,斜肩泳装
circle buckle tie bikini,0,5000,圆形扣环系带比基尼
sequin paneled fringed bikini,0,5000,亮片拼接流苏比基尼
swim skirt,0,5000,泳裙
men's swimming briefs,0,5000,男性三角泳裤
beach shorts,0,5000,沙滩裤
men's competitive swimming trunks,0,5000,男性竞技泳裤
no panties,0,5000,没内裤
thong,0,5000,丁字裤
white panties,0,5000,白色内裤
reese panties,0,5000,蕾丝内裤
low waist panties,0,5000,低腰内裤
sexy panties,0,5000,情趣内裤
high waist panties,0,5000,高腰内裤
leather panties,0,5000,皮内裤
briefs,0,5000,三角裤
boxer,0,5000,四角裤
tap pants,0,5000,裙式内裤
T pants,0,5000,T字裤
C word pants,0,5000,C字裤
fundoshi,0,5000,兜挡布
no bra,0,5000,没胸罩
full coverage bra,0,5000,全罩式胸罩
3/4 cup bra,0,5000,3/4罩
1/2 cup bra,0,5000,1/2罩
wireless bra,0,5000,无钢圈胸罩
Push up bra,0,5000,聚乳型胸罩
Plunge bra,0,5000,V型胸罩
Bralette,0,5000,背心型胸罩
sexy bra,0,5000,情趣胸罩
leather bra,0,5000,皮质胸罩
front button bra,0,5000,前扣式内衣
upper body,0,5000,上半身
chest,0,5000,胸肌
armpits,0,5000,腋窝
collarbone,0,5000,锁骨
shoulders,0,5000,肩膀
flat chest,0,5000,平胸
huge_breasts,0,5000,巨乳
big boobs,0,5000,大胸
bouncing breasts,0,5000,胸部晃动
nipples,0,5000,乳头
areola slip,0,5000,乳晕
cleavage,0,5000,乳沟
midriff,0,5000,露腰
belly button,0,5000,肚脐
back muscles,0,5000,背肌
hips,0,5000,臀部
gluteal fold,0,5000,臀沟
thigh gap,0,5000,股沟
highleg,0,5000,长腿
thick thighs,0,5000,大腿粗
kneepits,0,5000,膝盖后侧
barefoot,0,5000,赤足
toes,0,5000,脚趾
ass,0,5000,屁股
calf,0,5000,小腿
ankle,0,5000,脚踝
hip bone,0,5000,髋骨
anal,0,5000,肛门
fit body,0,5000,健美身材
hourglass figure,0,5000,沙漏型身材
loli,0,5000,罗莉
athletic,0,5000,健硕
curvy,0,5000,丰满
skinny,0,5000,非常瘦
well-proportioned muscles,0,5000,匀称的肌肉
obese,0,5000,胖
broad shoulders,0,5000,宽肩
Prominent bones,0,5000,骨头突出的
curvy,0,5000,魔鬼身材
full body,0,5000,全身
good anatomy,0,5000,好解剖学
nipples,0,5000,乳头
nipple slip,0,5000,乳头从上衣滑出
erect nipples,0,5000,竖立的乳头
areola,0,5000,乳晕
breast grab,0,5000,别人抓自己乳房
breast hold,0,5000,自己抓自己乳房
paizuri,0,5000,乳交
bukkake,0,5000,颜射
thigh sex,0,5000,腿交
footjob,0,5000,足交
masturbation,0,5000,自慰
handjob,0,5000,她人用手摸阴茎
fingering,0,5000,用指摸弄
cum,0,5000,射精
cunnilingus,0,5000,舔阴
pussy juice,0,5000,爱液
ass/oshiri/butt,0,5000,屁股
ass grab,0,5000,手抓着屁股
buttjob,0,5000,臀交
anal,0,5000,爆菊
enema,0,5000,灌肠
bestiality,0,5000,人兽
censored,0,5000,"审核过的,有码,骑兵"
uncensored,0,5000,"未审核的无码,步兵"
pussy/vulva,0,5000,"阴户,逼,外阴"
penis,0,5000,阴茎
dildo,0,5000,人造阴茎
sex,0,5000,性爱
fellatio,0,5000,口交
bathing,0,5000,洗澡
blood,0,5000,血
bondage,0,5000,"奴役,束缚,拘束"
extreme content,0,5000,重口味
guro,0,5000,猎奇
futanari,0,5000,"双性,扶他"
gangbang,0,5000,轮奸
lactation,0,5000,哺乳
pee,0,5000,"撒尿,小便"
pubic hair,0,5000,阴毛
tentacles,0,5000,触手
vibrator,0,5000,"振动器,自慰棒,跳蛋"
cameltoe,0,5000,"骆驼蹄,小穴被勒出的样子"
